word	similarity
retreaters	1.0
drug-testing	1.0
rebase	1.0
demilitarize	0.976043551384
quick-passing	1.0
reid	0.966424161646
competitve	0.979229488342
committeee	1.0
committeed	1.0
streamlined	0.968480901622
wholesale	0.68697943023
gulfs	1.0
shortchange	1.0
rein	0.82320866708
dry-cured	1.0
incurably	1.0
remined	1.0
temporarily	0.712395041224
multispecialty	1.0
export-quality	1.0
braod	1.0
heartburn	1.0
irrevocability	1.0
lithography	0.955517449297
demutualized	1.0
edition	0.603196768508
defenseman	1.0
re-assert	1.0
re-naming	1.0
ex-champion	1.0
oxidised	1.0
swaid	1.0
slandered	1.0
municipal-level	1.0
bidders	0.617654642109
incurable	1.0
independants	1.0
multiple-vessel	1.0
heaters	0.960972034546
superhero	1.0
interacting	1.0
hotcakes	1.0
see-through	1.0
ammonia/urea	1.0
geochemistry	1.0
then-champions	1.0
injustice	0.968855877896
earthwards	1.0
hajib	1.0
extra-cover	1.0
email	1.0
nightlife	0.975179314952
pre-auction	1.0
reauthorization	0.962448296695
classless	0.979684817712
recyclables	1.0
faceless	1.0
producing	0.88498942764
hooligan	1.0
supermaket	1.0
diteurs	1.0
countriesin	1.0
chosed	1.0
weather-measuring	1.0
dressing-gown	1.0
succesfull	1.0
overwelmingly	1.0
historians	0.839683298599
ignominy	1.0
overruling	0.950163268124
puzzled	0.890641542961
acceeded	1.0
mainlanders	1.0
domestically-produced	1.0
safety-conscious	1.0
uploaders	1.0
restrictions	0.694055377008
tantrum	1.0
rathern	1.0
drum	0.875625745613
five-fold	1.0
unflinching	1.0
post-school	1.0
climates	1.0
gender-related	1.0
drug	0.63350883879
full-line	1.0
over-bought	1.0
sugared	1.0
laureates	1.0
figures	0.593866179506
four-a-side	1.0
pre-announcing	1.0
shold	1.0
aggressivly	1.0
nevus	1.0
deserving	0.975400783069
too-tight	1.0
calcuation	1.0
cold-war	1.0
footsoldiers	1.0
adjusted	0.837364163589
leishmaniasis	1.0
penalty-taker	1.0
pitfall	1.0
cm	1.0
authorised	1.0
ca	0.465984551279
penciled	1.0
skylights	1.0
ce	1.0
migrant	1.0
kreditna	1.0
outcrops	1.0
javelin	1.0
triannual	1.0
escudo	1.0
mmbers	1.0
airfield	1.0
accentuated	1.0
allocated	0.702964488419
transfer-listed	1.0
chromium	1.0
picking	0.799983928255
cu	1.0
authorises	1.0
firebricks	1.0
uncorrected	1.0
bizarrely	1.0
man-of-the-series	1.0
attorney-general	1.0
leads	0.781798118301
redrilling	1.0
gondola	1.0
part-baked	1.0
homebuilder	1.0
dazzling	0.93441094402
repatriation	0.976189101014
backdating	1.0
heavily-subsidised	1.0
mime	1.0
sub-peak	1.0
ex-member	1.0
hottest	0.656182493333
woolstores	1.0
break-even	0.846206667175
construing	1.0
ballast	1.0
swept-wing	1.0
outpriced	1.0
rapidily	1.0
whipping-boy	1.0
rioting	0.894817327797
drop-zone	1.0
princes	1.0
obsessively	1.0
main-crop	1.0
haemophiliacs	1.0
hypothesised	1.0
zig-zagged	1.0
atlanta	0.696012233564
gunpowder	1.0
barbecues	1.0
reengineered	1.0
laser	0.880768248275
defy	0.963604376834
titilating	1.0
installing	0.875306130544
non-infringement	1.0
freeport	0.961893576194
shoeshiner	1.0
grinning	1.0
quitely	1.0
well-monitored	1.0
expiration	0.842630677173
rigged	0.935472614831
yellow-brick	1.0
four-and-a-half-year	1.0
sabotaging	1.0
maul	0.963470749083
bronzed	1.0
ripe	0.868005472059
discerning	0.969019253112
unit-trust	1.0
take-or	1.0
delaying	0.898357386143
lush	0.879987369911
surprisingly	0.641950165774
wife	0.542284139666
rips	1.0
aces	0.969487377321
revival	0.685900094851
union-run	1.0
take-on	1.0
self-affirmation	1.0
kneecapping	1.0
long-serving	1.0
cremation	1.0
waspish	1.0
stone-faced	1.0
d'audience	1.0
long-line	1.0
ligature	1.0
over-dramatising	1.0
replaying	1.0
highlighted	0.844701395833
apricots	1.0
flasks	1.0
disinfected	1.0
infarction	1.0
soundness	0.893965235816
congratulations	1.0
elave	1.0
shares/units	1.0
ball	0.847216327975
balk	0.868700625098
quasi-proprietary	1.0
dusk	0.971385659869
elicits	1.0
bale	1.0
low-yield	1.0
hardliner	0.917917933271
aggies	1.0
price-led	1.0
forecasts	0.772110709975
system-on-a-chip	1.0
receving	1.0
weigh	0.722992076633
strated	1.0
robotic	0.875147775281
dust	0.830343995503
performance-conscious	1.0
light-hearted	1.0
marseillaise	0.930104796851
enoyed	1.0
discounted	0.937686350344
coolants	0.946557058983
puzzles	0.983036777029
excpected	1.0
colour	1.0
polyp	1.0
lapdog	1.0
automatique	1.0
indefinately	1.0
biochemistry	1.0
discounter	1.0
clambering	1.0
group-wide	1.0
deserve	0.849229909026
format	0.863773576151
relects	1.0
production-based	1.0
sandpaper	0.96122129672
tenative	1.0
mono-block	1.0
gully	1.0
bananas	0.949874276809
invidividual	1.0
moments	0.844202540627
poblem	1.0
glut	0.658180523364
shiftiness	1.0
gulls	1.0
streamer	1.0
miniumum	1.0
memorised	1.0
glum	1.0
newly-adopted	1.0
outswinger	1.0
advantagous	1.0
champagne-growing	1.0
pen-based	1.0
glue	0.938634466537
floriculture	1.0
rotation	1.0
plaforms	1.0
afflicted	0.898878024596
begin	0.701150084233
abstainers	1.0
clergyman	0.940173874016
oxygenator	1.0
politique	1.0
manouevring	1.0
blast-freezing	1.0
recently-closed	1.0
nubmer	1.0
sickened	1.0
non-tax-deductible	1.0
party-led	1.0
retalliation	1.0
tied-up	1.0
worst/best	1.0
presidential	0.565778116833
coattails	0.931840081481
end-run	1.0
institutuions	1.0
particluarly	1.0
backwardated	1.0
innocents	0.923598122695
pointillist	1.0
fluctuating	1.0
magnify	1.0
complicity	0.967618477412
state-paid	1.0
chancellor	0.907046370401
famously	0.975854421798
prize-winner	1.0
car-rental	0.962498088211
schoolgoing	1.0
preliminary-round	1.0
battle-weary	1.0
appraiser	1.0
bayonets	1.0
kidney-related	1.0
minimised	1.0
skin-tight	1.0
harvested	0.899434649964
crisp	0.941950997375
export-orientated	1.0
onion	1.0
sleds	1.0
laundromats	1.0
accelerating	0.942911044829
becomin	1.0
highly-qualified	1.0
yearn	1.0
war-torn	1.0
immunity	0.853643257934
negotiatior	1.0
micro-motors	1.0
reform-minded	0.96476584814
landscapers	0.96655100338
replacement	0.721363243916
passenger-car	0.962524818646
indications	0.677646754884
guaranty	0.852001024143
habitat	0.974159271508
often-proclaimed	1.0
foreseeable	0.868120019081
stings	1.0
footage	0.914639545379
peppery	1.0
co-determination	1.0
finall	1.0
well-tolerated	1.0
unaudited	0.949157023631
valvular	1.0
enzyme-replacement	1.0
commisioner	1.0
recession-resistant	0.926183194188
thier	1.0
spinnakers	1.0
ballot	0.818275179978
electronic-commerce	1.0
transport	0.833529674757
interurban	1.0
hydrotesting	1.0
line-item	0.485095846615
henchman	1.0
forgives	1.0
disbelief	0.930482265883
unit-linked	1.0
avoid	0.576846878012
feedthru	1.0
ether	1.0
footprints	1.0
moose-like	1.0
reltively	1.0
swifty	1.0
high-definition	0.90667440794
uncorked	1.0
forgiven	0.93555511476
semen	1.0
slab-sided	1.0
avoir	1.0
leverages	1.0
hoarded	1.0
demarcate	1.0
stator	1.0
benefitted	1.0
spooners	1.0
non-compensation	1.0
pressmen	1.0
haulage	0.971570520341
stags	1.0
self-sustainable	1.0
electrically	0.96951134661
ornithologist	1.0
multi-bank	1.0
downmarket	1.0
anti-armor	1.0
farmgate	1.0
ours	0.900869007587
shortchanging	1.0
kickstarted	1.0
immobile	1.0
hush	1.0
shotgunning	1.0
leakproof	1.0
weed-killer	1.0
devloping	1.0
gained	0.745829414663
repaired	0.64584088138
sister	0.927491380293
computer-obsessed	1.0
recur	1.0
cumulated	1.0
concoctions	0.96090500486
putable	1.0
plainclothesmen	1.0
shoes	0.780213460629
multiracialism	1.0
ingest	0.946132448847
importanty	1.0
inarguable	1.0
foretold	1.0
man-hunt	1.0
seeds	0.835774737893
gainer	0.911427295397
europennes	1.0
seedy	1.0
reproducing	1.0
diabolical	1.0
turnouts	1.0
flower	0.929233648183
priorities	0.528898584666
alliance	0.833615215501
great-great	1.0
pentecostal	1.0
miscarried	1.0
jingles	1.0
booed	1.0
flailing	1.0
borers	1.0
uninterruptedly	1.0
conscientiously-held	1.0
disaffected	0.971201163367
merican	1.0
well-rewarded	1.0
themed	0.938194980336
suitors	0.696027837689
topspin	1.0
swimmers	1.0
brass	0.918629953063
jingled	1.0
cradling	1.0
reesearch	1.0
dockside	1.0
donnas	1.0
sea-change	1.0
housing	0.80672893871
coal-bed	1.0
disapproval	0.909526051472
five-for-one	1.0
overestimate	1.0
hydro	0.965617951465
cash-flow	0.941932438117
thriftiness	1.0
sanded	1.0
chunck	1.0
specimens	0.96877988167
toothpaste	0.856679179721
vechiles	1.0
naturally	0.687522822388
function	0.772291243212
blow-moulded	1.0
funnel	0.872324162052
averageness	1.0
cosmopolitan	0.960733563979
stopage	1.0
land-locked	1.0
terfenadine	1.0
houseowners	1.0
twin-unit	1.0
non-developed	1.0
delivery	0.651133189723
oppositionist	1.0
construction	0.585164379973
whirr	1.0
multi-temperature	1.0
delivers	0.88117517613
sword-fighting	1.0
violate	0.833937488616
illustrative	1.0
beeper	0.906359919958
count	0.773587138224
disintegrate	1.0
bass-voiced	1.0
handicapper	1.0
behemoth	0.969935168005
harvester	1.0
paydays	1.0
cross-community	1.0
official	0.779378886096
smooth	0.798496493208
externalised	1.0
reinforcement	0.929414151704
ethers	1.0
high-explosive	1.0
gunwale	1.0
adrenalin-charged	1.0
ithe	1.0
governmment	1.0
unguaranteed	1.0
pre-atomic	1.0
re-supply	1.0
on-and-off	1.0
bearing	0.873442103793
west-southwest	1.0
qantar	1.0
castigate	1.0
coiffed	1.0
c/kg	1.0
grain-intensive	1.0
damge	1.0
akims	1.0
all-volunteer	1.0
huband	1.0
parsons	0.961236897035
semi-arid	1.0
consumed	0.779388088268
ground-to-air	1.0
shepherded	0.982437924358
stop-smoking	1.0
self-defense	1.0
wordly	1.0
demoted	0.91728625696
rope-dancing	1.0
supping	1.0
monoplies	1.0
mushroom	0.976101694653
promulgation	1.0
choristers	1.0
prodded	0.974975849426
saunas	0.962254165652
traffic-heavy	1.0
fast-rising	1.0
ex-revolutionaries	1.0
intermission	0.946055859789
diaphonous	1.0
read-through	1.0
mainlines	1.0
toones	1.0
mcf	1.0
re-inaugurate	1.0
adjudged	1.0
three-race	1.0
satellite-dish	1.0
pre-summer	1.0
lading	1.0
dyslexia	1.0
milions	1.0
oppression	0.928401929391
lamentations	1.0
re-distributed	1.0
baffling	1.0
apparel	0.719951057161
unswerving	1.0
matriculation	1.0
arbiter	1.0
pay-tv	0.929738422214
deportment	1.0
countersigned	1.0
hard-pushed	1.0
confiscations	1.0
oversleeping	1.0
matrix	0.974344636919
consisently	1.0
cajoling	1.0
outboxed	1.0
limousines	0.972044154488
stunt	0.926004744079
frightfully	1.0
question-answer	1.0
gearboxes	1.0
undercutting	0.894633345756
stream-lining	1.0
forthrightly	0.984638474343
gruffly	1.0
salicornia	1.0
rigging	1.0
wing-back	1.0
pension	0.693881822653
carges	1.0
questionnaires	1.0
piste	1.0
poorly-regulated	1.0
horseshoe-shaped	1.0
well-drilled	1.0
knockers	1.0
racecourses	1.0
relaid	1.0
kickstart	1.0
elgible	1.0
three-and-out	1.0
less-profitable	0.901300494942
curatorial	1.0
swirls	1.0
hardhit	1.0
post-civil	1.0
dysplasia	1.0
ofhow	1.0
monoethylene	1.0
oldest	0.809198139478
party.	1.0
transports	0.940151589638
adorning	1.0
three-zone	1.0
psychopathic	1.0
anecdoctal	1.0
parlaiment	1.0
co-sponsored	0.95386028891
sputtered	0.956507188071
ancient-looking	1.0
physiological	1.0
knife-edge	1.0
swan-song	1.0
inhospitality	1.0
intgrated	1.0
specialising	1.0
re-exported	1.0
antimissile	0.974528766598
microscopist	1.0
rediscuss	1.0
delicense	1.0
defecating	1.0
zheleznaya	1.0
slowest	0.920853613761
restock	1.0
precision-guided	1.0
overpaying	0.97465582004
litle	0.919653260402
shopes	1.0
partys	1.0
blistering	1.0
glommed	1.0
over-exuberant	1.0
philospher	1.0
rolling-stock	1.0
blanket	0.893903325818
hilarious	1.0
distort	0.878861324471
sellers	0.690096901708
assembler	1.0
manic	0.803039322813
mania	0.874165938685
car-free	1.0
responsiblities	1.0
hakims	1.0
wagons	0.909272734975
blanked	1.0
untied	1.0
ladders	1.0
lung-clogging	1.0
bewildered	1.0
eery	1.0
disfiguring	1.0
earners	0.886942682861
robocops	1.0
fruitcake	1.0
fowarded	1.0
upload	1.0
relentlessly	0.900137185724
debt-creating	1.0
gaelic	0.965790653514
systemic	0.956345856118
matric	1.0
megaproject	1.0
particularities	1.0
export-promotion	1.0
quick-sighted	1.0
l'analyse	1.0
dwindled	0.854647373546
originate	0.95904188744
diverting	0.87437183803
additive	1.0
disbarred	1.0
mandays	1.0
tehir	1.0
occasioned	1.0
euro-zone	1.0
deportees	1.0
shareownership	1.0
on-rushing	1.0
dwindles	1.0
colloquialism	1.0
overcareful	1.0
satchels	1.0
electro-convulsive	1.0
established	0.844692300103
transportations	1.0
duos	1.0
right-leaning	1.0
five-business	1.0
pts	1.0
+	1.0
ceaselessly	0.923144875411
near	0.779016942696
walkout	0.913931510993
als	1.0
hodge-podge	1.0
honeytrap	1.0
middle-range	1.0
military/security	1.0
above	0.801876999586
publicitaire	1.0
misdemeanour	1.0
counters	0.942061107065
five-hit	1.0
ex-military	1.0
sinks	1.0
low-crime	0.922014163724
immutably	1.0
gritted	1.0
ex-officio	1.0
same.	1.0
espagnol	1.0
usurps	1.0
mooning	1.0
sum-of-the-parts	1.0
inferiority	1.0
self-exile	1.0
village-based	1.0
plutt	1.0
pursuit	0.502625793518
point-of-view	1.0
centralize	0.971388251858
immobility	1.0
correctives	1.0
restrospectively	1.0
feedstuffs	1.0
studs	1.0
hairdo	1.0
balance	0.686874845847
cocaine-dealing	1.0
pre-marital	1.0
mangle	1.0
study	0.811556258533
homage	1.0
regulators	0.650917690228
percarbonate	1.0
deceipt	1.0
sector-oriented	1.0
bolt-ons	1.0
smoke	0.882215010292
bunker	0.676115922685
xenotransplant	1.0
facelifts	0.972185138384
ake	0.961071387734
convolutions	1.0
patacas	1.0
co-world	1.0
super-jumbo	1.0
secure	0.882666310583
evangelizing	1.0
loose-limbed	1.0
phase-two	1.0
less-well-off	1.0
pacakge	1.0
uncivil	1.0
conjunction	0.880314087408
economic-financial	1.0
defence-related	1.0
extraneous	0.966706480311
comb	1.0
atrium	0.93323349153
off-site	1.0
invitations	0.897149110774
auditing	0.939880290403
experimentation	0.838755312605
patentable	1.0
maquiladoras	0.800269978224
limps	1.0
interethnic	1.0
non-reciprocal	1.0
resurgence	0.879794929075
indians	0.920289599293
officier	1.0
well-trained	0.971654790732
cabarets	1.0
choosen	1.0
saw-tooth	1.0
shies	1.0
frequently-repeated	1.0
reformate	1.0
knoll	1.0
sustems	1.0
antagonism	1.0
full-featured	1.0
atypically	1.0
is	0.757186837137
sub-market	1.0
runners-up	0.967084556261
fractions	1.0
padana	1.0
last-in	1.0
two-nation	1.0
chimeraplast	1.0
poorly-organised	1.0
vacuums	1.0
campign	1.0
tarifs	1.0
traceable	1.0
still-large	1.0
healed	0.962975161499
reign	0.975320474373
antidemocratic	1.0
escapist	1.0
matchbox-sized	1.0
pork-barrel	0.891821975442
adding-up	1.0
stochastic	1.0
continual	0.962663391506
things.	1.0
accumulations	1.0
tariff	0.701317504249
subsides	0.963134763217
harnessing	1.0
rainiest	1.0
ii	0.661447137387
ecolabels	1.0
resoureces	1.0
permits	0.8544914145
bomb-detection	1.0
newly-revealed	1.0
crispy-skinned	1.0
grovel	1.0
biosphere	1.0
groves	1.0
nine-million	1.0
tinder	1.0
post-tender	1.0
transferable	0.87239632126
spendthrift	0.902424277329
excellant	1.0
unicorporated	1.0
governement	1.0
antinational	1.0
ascetic	1.0
sub-machinegun	1.0
nitrokeg	1.0
quiver	1.0
jest	1.0
serpent	0.971928359535
committies	1.0
mid-day	1.0
romanced	1.0
euthanasia	1.0
under-aged	1.0
on-again/off-again	1.0
worse-case	1.0
technology-led	1.0
fragements	1.0
four-thousand	1.0
indifferent	0.939670410928
altitudes	1.0
unaccrued	1.0
behaviourists	1.0
fudgy	1.0
over-reaction	1.0
four-race	1.0
ruminant	1.0
reinjury	1.0
megazine	1.0
chilly	0.820530490456
photocopy	0.957201130565
instant-win	1.0
gestodene	1.0
coat-trailing	1.0
stereocilia	1.0
tobacconist	1.0
morbid	1.0
plastic/rubber	1.0
boats	0.750591572088
mid-week	0.971426192884
ordinary	0.590205087235
fudge	0.928261379217
serenity	1.0
classifying	1.0
wrecking	0.926851468299
doable	1.0
rythm	1.0
aproaches	1.0
hosing	1.0
pivotals	1.0
lotteries	0.922171129991
obstructiveness	1.0
djellaba	1.0
wide-gauge	1.0
creativity	0.67607667917
suing	0.803737226187
bubble-gum	1.0
over-fishing	1.0
whistle-stop	1.0
near-negligible	1.0
receding	1.0
weathermen	1.0
underprice	1.0
zee	1.0
followups	1.0
homeowners	0.724443322576
exhibition	0.831087445455
greet	1.0
supermarkets	0.770572459699
greek	0.93374176342
hamstrings	1.0
nascent	1.0
green	0.856344870697
single-vehicle	1.0
mulitnational	1.0
middle-order	1.0
unkindest	1.0
deposit-taking	1.0
corvettes	0.968853768717
suggets	1.0
data-intensive	1.0
greed	0.836518886361
toops	1.0
the.	1.0
soverign	1.0
devote	0.811277029047
consent	0.833083538954
jabs	1.0
switchgears	1.0
greyness	1.0
westerns	1.0
insulin-dependent	1.0
awful	0.688969861275
top-up	1.0
confimation	1.0
now-immortal	1.0
anti-auto	1.0
crimping	0.941128572062
non-fund	1.0
flood-protection	1.0
mayor	0.750363173787
traineeship	1.0
sinusitis	1.0
gearbox	1.0
respectability	0.890305972592
air-conditioner	1.0
game-high	1.0
somewhere	0.780396924122
scruntiny	1.0
agri-business	1.0
calendar-year	1.0
air-conditioned	0.929638470803
heathly	1.0
provocations	1.0
bottled	0.856360828789
troublespots	1.0
bank-advised	1.0
base-rate	1.0
furling	1.0
precipitate	1.0
best-positioned	1.0
bunching	1.0
interpretive	1.0
weight-carrying	1.0
anti-advertising	1.0
them	0.473415011949
affected	0.856957757151
proceeed	1.0
remission	1.0
fragment	0.884621403332
heritage-listed	1.0
locusts	1.0
amenable	0.968798013319
proprieters	1.0
stuttering	1.0
vegetable	0.981536958329
input-driven	1.0
attritional	1.0
tarriff	1.0
clogging	0.952496878606
thew	1.0
pacakage	1.0
bcause	1.0
tigher	1.0
humanity	0.898738111065
elsehwere	1.0
defected	0.939615969659
relaunching	1.0
newly-popular	1.0
task-based	1.0
dispute-settlement	1.0
gallows	1.0
relishes	0.969701121692
collectivised	1.0
classified	0.956262495022
assembled	0.849716098821
presupposition	1.0
relished	0.96108412798
tub-thumping	1.0
gourmets	1.0
biomaterials	1.0
seedlings	1.0
hard-won	1.0
fly-infested	1.0
second-most	1.0
classifies	0.960564997766
lithium-ion	1.0
derailment	1.0
stepped-back	1.0
monolith	1.0
councils	0.750586686894
landlord/tenant	1.0
affliction	0.964677329926
cross-town	1.0
broilers	1.0
livre	1.0
hurlyburly	1.0
hosted	0.938049428977
situaion	1.0
baling	1.0
flock	0.951683915324
most-favoured	1.0
tax-break	1.0
radio-location	1.0
hostel	1.0
accountancy	1.0
rain-affected	1.0
pigments	1.0
continguous	1.0
forts	1.0
light-sweet	1.0
dialects	0.97328808837
buy-backs	0.956560348433
wide-open	1.0
poularde	1.0
neo-liberal	1.0
vessels	0.799196455766
car-industry	1.0
strangers	1.0
bacteria-based	1.0
raspy-voiced	1.0
fudging	0.964822430803
unassembled	1.0
amethyst	1.0
then-biggest	0.94012692473
aerobraking	1.0
prank	1.0
forth	0.822071311594
declaring	0.587936763799
retrains	1.0
wellheads	1.0
two.	1.0
greeters	1.0
battle-line	1.0
plant-breeders	1.0
substainable	1.0
recoving	1.0
negligee	1.0
depots	1.0
appointments	0.749476701601
putty	0.962995118716
drug-free	1.0
council.	1.0
grevious	1.0
picnicing	1.0
putts	1.0
mutilate	1.0
monoliths	0.954817845443
public-led	1.0
instutution	1.0
unfulfilled	0.965001069511
recovering	0.71933137124
installs	1.0
rebuffs	1.0
appendages	0.95998900733
multi-candidate	1.0
new-home	0.725395033745
quadrangular	1.0
descriptive	0.95912503592
descriminated	1.0
empahsis	1.0
ordering	0.778163637257
waterfall	0.960107865859
incorporated	0.925914423658
baltic	0.951318649877
programme	1.0
angy	1.0
two-billion	1.0
droned	1.0
truthfulness	1.0
organize	0.89015754477
abolish	0.714122489135
clandestinely	1.0
forecourts	1.0
hastily-arranged	1.0
potentials	1.0
subduing	1.0
second-choice	1.0
crooning	1.0
obey	1.0
blossomed	0.939554427085
chopper	1.0
drones	1.0
buttressing	1.0
bubble-jet	1.0
sewed	1.0
trundling	1.0
enagaged	1.0
agonised	1.0
life-cycles	1.0
nurtured	0.962632246265
peformances	1.0
scullers	1.0
self-policing	0.973592340826
hearse	1.0
sphincter	1.0
protracted	0.704156065979
stiffened	1.0
plentiful	0.865691202004
airs	0.952926884514
conracts	1.0
non-interruptible	1.0
flagpole	1.0
airy	1.0
top-two	1.0
spoofing	1.0
villians	1.0
copper-producing	0.916327948846
damaging	0.949839217888
still-simmering	1.0
totter	0.919288411097
nooses	1.0
tumultous	1.0
picked-over	1.0
tourmaline	1.0
ricebowl	1.0
paludism	1.0
luncheon	0.878729058076
cellphone	1.0
ludicrously	0.973878482307
representaives	1.0
inhibited	0.942757962925
search-and-rescue	1.0
exhilarating	0.966784020776
binned	1.0
villainess	1.0
totted	1.0
multi-tonne	1.0
practiced	0.943360299506
peace-promoting	1.0
short-to-medium	1.0
small-lot	0.934364425674
one-state	1.0
acolyte	1.0
quarter-billion-dollar	1.0
de-rating	1.0
predominating	1.0
pre-determined	1.0
smokey	1.0
kung-fu	1.0
touchier	1.0
tavern	0.961178621283
magnet	0.935390377437
admonitions	1.0
non-transferable	1.0
podium	0.899979094354
air.	1.0
reccomendation	1.0
antarctic	1.0
binds	1.0
black-bearded	1.0
speeech	1.0
soon-to-be-merged	1.0
devious	1.0
solely	0.786589987502
one-another	1.0
investment-based	1.0
interests	0.716758753019
single-user	1.0
encumbered	0.963244191408
compained	1.0
legionella	1.0
bronchitis	1.0
can-can	1.0
coal-fuelled	1.0
resuced	1.0
shoals	1.0
employer-worker	1.0
rein-in	1.0
slow-minded	1.0
gorwth	1.0
compaines	1.0
housebreaking	1.0
manner	0.708033711432
runner-up	1.0
tender	0.850695250343
peace-making	1.0
possibilies	1.0
synapses	1.0
rebrand	1.0
front-ends	1.0
strength	0.614545554632
reprocessors	1.0
ragbag	1.0
radioimmunoassay	1.0
mobilising	1.0
alors	1.0
receptor-selective	1.0
tutor	1.0
appropiate	1.0
reducted	1.0
mean-spirited	0.96361835633
strucural	1.0
biogas	1.0
magnum	1.0
cycling	0.940219586721
simulation-based	1.0
dumptrucks	1.0
contiued	1.0
fire-arm	1.0
ecomomic	1.0
rationalisation	1.0
sue	0.634195309771
prohibitive	0.835893928615
trialist	1.0
hawed	1.0
de-centralised	1.0
eminating	1.0
re-energise	1.0
cumulatively	0.972617970437
home-town	1.0
manifested	1.0
stready	1.0
sporicidal	1.0
depressing	0.954003638566
smoked	1.0
stregthening	1.0
sub-licensee	1.0
neighborhoods	0.701921250955
mtbe	1.0
predilection	0.956582128993
reportcard	1.0
non-patriots	1.0
ugrades	1.0
antidepressant	1.0
weapon-free	1.0
gap-toothed	1.0
sub-licenses	1.0
calmness	1.0
unsophisticated	1.0
accompaniment	0.968894460603
bonanza	0.908386048255
notion	0.595339733372
non-securities	1.0
fussy	1.0
deprived	0.943208833684
carbide-based	1.0
remittance	1.0
gimbal	1.0
subtly	1.0
coke-producing	1.0
fully-fit	1.0
lancement	1.0
muni-bond	1.0
includng	1.0
untraded	1.0
eminent	0.905944642775
serenely	1.0
catgorie	1.0
steelmills	1.0
visualisation	1.0
rennaissance	1.0
homewares	1.0
subtle	0.831653865841
good-size	1.0
jam-packed	1.0
discipinary	1.0
blotting	0.936946442605
manufactuers	1.0
pullers	1.0
latent	0.95652661805
alluded	0.889072395627
guidance	0.897249168061
appended	0.967639602404
calcutta	1.0
mailroom	0.929744929626
frivolities	1.0
back-and-forth	1.0
version	0.593507133115
twenty-day	1.0
summarizing	0.947948422751
demcoracy	1.0
client-focused	1.0
saftey	1.0
co-defendant	0.920940429912
high-sticking	1.0
goalie	1.0
lyonnais	0.739955033766
politically-driven	1.0
predecessor	0.673640153341
do	0.590032333219
dj	0.945573044059
carryovers	1.0
di	0.921869989916
dd	0.757964957049
railings	0.90060024347
scalable	1.0
imlemented	1.0
forty-nine	1.0
protectively	1.0
information-processing	0.946937897017
fatherlands	1.0
jail	0.651286522188
statutorily	1.0
flabby	1.0
scences	1.0
silting	1.0
du	0.565971836064
ds	0.953374984607
ex-directors	1.0
infrequent	0.88567586628
agent-produced	1.0
six-match	1.0
chastened	1.0
offres	1.0
introduced	0.72466594955
single-deck	1.0
greenstone	1.0
oil-industry	0.962330225182
numrique	1.0
re-wrote	1.0
parastatal	1.0
street-level	1.0
replant	1.0
boatmaker	1.0
squadron	0.948322457478
stoical	1.0
unfrozen	1.0
bairns	1.0
microprocessor-based	0.954860762492
large-cap	1.0
pyrite	1.0
last-second	0.952624615609
plane	0.733992448006
subsuming	1.0
assualt	1.0
lemonade	1.0
unmake	1.0
splayed	1.0
organisationally	1.0
facts	0.772058600628
depends	0.785132378376
talent-laden	1.0
one-nation	1.0
pre-implementation	1.0
christian	0.905060394782
double-layered	1.0
immobilization	1.0
survellience	1.0
on-again	0.925034085101
provisio	1.0
portolios	1.0
biggest-selling	1.0
cruellest	1.0
retracements	1.0
analyze	0.761207591397
gentleman	1.0
listeners	0.813787895088
symmetric	1.0
ticking	1.0
franchize	1.0
tainted	0.969186777456
viws	1.0
props	0.889618046421
deputies	0.835439566985
letterheads	1.0
much-watched	0.956788891092
accord	0.806345411958
three-to-two	1.0
rollercoaster	0.948389503669
butanes	1.0
fear-ridden	1.0
raked	1.0
anti-leftist	1.0
satisified	1.0
packaged	0.87922597759
borowing	1.0
sturgeon	1.0
headliners	1.0
kickboxers	1.0
front-stage	1.0
composites	0.928388948759
etabonate	1.0
sympathises	1.0
packager	1.0
hospital-bound	1.0
lower-ranking	1.0
downgraded	0.824907673552
most-indebted	1.0
scribbling	0.960329094799
cop	0.936884354861
cos	0.872020763294
repented	1.0
cot	1.0
cow	0.964883883383
similarly-sized	1.0
coy	0.964908802715
newsreport	1.0
prop.	0.933855492839
biorhythms	1.0
mariachi	1.0
apologists	0.958122356125
twos	1.0
buckyball	1.0
cob	1.0
projectwill	1.0
parries	1.0
gobbledygook	0.95417693548
dollar-peg	1.0
requests	0.621838468334
com	0.928166154777
succesion	1.0
coo	1.0
con	0.871477571816
negotiation	0.66716935066
eyesight	1.0
infiltration	1.0
war-footing	1.0
non-core	0.976899872443
publising	1.0
philosophers	0.940251720124
welcome-back	1.0
saiys	1.0
stillborn	1.0
trasportation	1.0
dolalrs	1.0
non-addictive	1.0
carbomer	1.0
infection-control	1.0
beheaded	1.0
jays	0.965304321589
broadens	0.952175434021
eight-weeks	1.0
shrinks	0.929927370701
on-view	1.0
bud-grafting	1.0
petty	0.958357222973
needle-less	1.0
strength-training	1.0
wonderbras	1.0
berating	1.0
buffets	0.955862665654
capital-starved	1.0
personable	1.0
ground-sharing	1.0
charisma	0.912384009552
bookshops	1.0
communty	1.0
small-stream	1.0
plus/minus	1.0
full-month	1.0
power-boat	1.0
wretched-looking	1.0
dozens	0.506328422856
ironed-out	1.0
post-retirement	1.0
gamely	1.0
cutouts	0.945128481994
